Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","308","Grenada","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","78935","E","Estimated value"
"QCL","Crops and livestock products","308","Grenada","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","3039","A","Official figure"
"QCL","Crops and livestock products","320","Guatemala","5312","Area harvested","01312","Bananas","2020","2020","ha","93554","I","Imputed value"
"QCL","Crops and livestock products","320","Guatemala","5419","Yield","01312","Bananas","2020","2020","hg/ha","478513","E","Estimated value"
"QCL","Crops and livestock products","320","Guatemala","5510","Production","01312","Bananas","2020","2020","tonnes","4476680","I","Imputed value"
"QCL","Crops and livestock products","320","Guatemala","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","15472","I","Imputed value"
"QCL","Crops and livestock products","320","Guatemala","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","217455","E","Estimated value"
"QCL","Crops and livestock products","320","Guatemala","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","336447","I","Imputed value"
"QCL","Crops and livestock products","324","Guinea","5312","Area harvested","01312","Bananas","2020","2020","ha","40380","I","Imputed value"
"QCL","Crops and livestock products","324","Guinea","5419","Yield","01312","Bananas","2020","2020","hg/ha","54839","E","Estimated value"
"QCL","Crops and livestock products","324","Guinea","5510","Production","01312","Bananas","2020","2020","tonnes","221438","E","Estimated value"
"QCL","Crops and livestock products","324","Guinea","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","92930","I","Imputed value"
"QCL","Crops and livestock products","324","Guinea","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","52361","E","Estimated value"
"QCL","Crops and livestock products","324","Guinea","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","486594","I","Imputed value"
"QCL","Crops and livestock products","624","Guinea-Bissau","5312","Area harvested","01312","Bananas","2020","2020","ha","695","E","Estimated value"
"QCL","Crops and livestock products","624","Guinea-Bissau","5419","Yield","01312","Bananas","2020","2020","hg/ha","119885","E","Estimated value"
"QCL","Crops and livestock products","624","Guinea-Bissau","5510","Production","01312","Bananas","2020","2020","tonnes","8332","E","Estimated value"
"QCL","Crops and livestock products","624","Guinea-Bissau","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","17031","E","Estimated value"
"QCL","Crops and livestock products","624","Guinea-Bissau","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","31675","E","Estimated value"
"QCL","Crops and livestock products","624","Guinea-Bissau","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","53946","E","Estimated value"
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01312","Bananas","2020","2020","ha","571","A","Official figure"
"QCL","Crops and livestock products","328","Guyana","5419","Yield","01312","Bananas","2020","2020","hg/ha","301313","E","Estimated value"
"QCL","Crops and livestock products","328","Guyana","5510","Production","01312","Bananas","2020","2020","tonnes","17205","A","Official figure"
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","3389","I","Imputed value"
"QCL","Crops and livestock products","328","Guyana","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","327492","E","Estimated value"
"QCL","Crops and livestock products","328","Guyana","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","110987","A","Official figure"
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01312","Bananas","2020","2020","ha","55936","E","Estimated value"
"QCL","Crops and livestock products","332","Haiti","5419","Yield","01312","Bananas","2020","2020","hg/ha","48602","E","Estimated value"
"QCL","Crops and livestock products","332","Haiti","5510","Production","01312","Bananas","2020","2020","tonnes","271861","E","Estimated value"
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","38845","I","Imputed value"
"QCL","Crops and livestock products","332","Haiti","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","64860","E","Estimated value"
"QCL","Crops and livestock products","332","Haiti","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","251950","I","Imputed value"
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01312","Bananas","2020","2020","ha","11144","I","Imputed value"
"QCL","Crops and livestock products","340","Honduras","5419","Yield","01312","Bananas","2020","2020","hg/ha","525780","E","Estimated value"
"QCL","Crops and livestock products","340","Honduras","5510","Production","01312","Bananas","2020","2020","tonnes","585929","A","Official figure"
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","7868","E","Estimated value"
"QCL","Crops and livestock products","340","Honduras","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","121532","E","Estimated value"
"QCL","Crops and livestock products","340","Honduras","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","95621","E","Estimated value"
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01312","Bananas","2020","2020","ha","878000","A","Official figure"
"QCL","Crops and livestock products","356","India","5419","Yield","01312","Bananas","2020","2020","hg/ha","358815","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01312","Bananas","2020","2020","tonnes","31504000","A","Official figure"
"QCL","Crops and livestock products","360","Indonesia","5312","Area harvested","01312","Bananas","2020","2020","ha","158147","I","Imputed value"
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01312","Bananas","2020","2020","hg/ha","517415","E","Estimated value"
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01312","Bananas","2020","2020","tonnes","8182756","A","Official figure"
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5312","Area harvested","01312","Bananas","2020","2020","ha","4080","E","Estimated value"
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5419","Yield","01312","Bananas","2020","2020","hg/ha","315922","E","Estimated value"
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5510","Production","01312","Bananas","2020","2020","tonnes","128896","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","376","Israel","5312","Area harvested","01312","Bananas","2020","2020","ha","3042","A","Official figure"
"QCL","Crops and livestock products","376","Israel","5419","Yield","01312","Bananas","2020","2020","hg/ha","502959","E","Estimated value"
"QCL","Crops and livestock products","376","Israel","5510","Production","01312","Bananas","2020","2020","tonnes","153000","A","Official figure"
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","380","Italy","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","388","Jamaica","5312","Area harvested","01312","Bananas","2020","2020","ha","8239","I","Imputed value"
"QCL","Crops and livestock products","388","Jamaica","5419","Yield","01312","Bananas","2020","2020","hg/ha","75564","E","Estimated value"
"QCL","Crops and livestock products","388","Jamaica","5510","Production","01312","Bananas","2020","2020","tonnes","62257","A","Official figure"
"QCL","Crops and livestock products","388","Jamaica","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","2321","A","Official figure"
"QCL","Crops and livestock products","388","Jamaica","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","193115","E","Estimated value"
"QCL","Crops and livestock products","388","Jamaica","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","44822","A","Official figure"
"QCL","Crops and livestock products","392","Japan","5312","Area harvested","01312","Bananas","2020","2020","ha","5","E","Estimated value"
"QCL","Crops and livestock products","392","Japan","5419","Yield","01312","Bananas","2020","2020","hg/ha","36000","E","Estimated value"
"QCL","Crops and livestock products","392","Japan","5510","Production","01312","Bananas","2020","2020","tonnes","18","E","Estimated value"
"QCL","Crops and livestock products","400","Jordan","5312","Area harvested","01312","Bananas","2020","2020","ha","832","I","Imputed value"
"QCL","Crops and livestock products","400","Jordan","5419","Yield","01312","Bananas","2020","2020","hg/ha","472356","E","Estimated value"
"QCL","Crops and livestock products","400","Jordan","5510","Production","01312","Bananas","2020","2020","tonnes","39300","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01312","Bananas","2020","2020","ha","72123","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01312","Bananas","2020","2020","hg/ha","257430","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01312","Bananas","2020","2020","tonnes","1856659","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","2745","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","119960","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","32929","E","Estimated value"
"QCL","Crops and livestock products","296","Kiribati","5312","Area harvested","01312","Bananas","2020","2020","ha","1426","E","Estimated value"
"QCL","Crops and livestock products","296","Kiribati","5419","Yield","01312","Bananas","2020","2020","hg/ha","51746","E","Estimated value"
"QCL","Crops and livestock products","296","Kiribati","5510","Production","01312","Bananas","2020","2020","tonnes","7379","E","Estimated value"
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","01312","Bananas","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","414","Kuwait","5510","Production","01312","Bananas","2020","2020","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","418","Lao People's Democratic Republic","5312","Area harvested","01312","Bananas","2020","2020","ha","27816","I","Imputed value"
"QCL","Crops and livestock products","418","Lao People's Democratic Republic","5419","Yield","01312","Bananas","2020","2020","hg/ha","253838","E","Estimated value"
"QCL","Crops and livestock products","418","Lao People's Democratic Republic","5510","Production","01312","Bananas","2020","2020","tonnes","706075","I","Imputed value"
"QCL","Crops and livestock products","418","Lao People's Democratic Republic","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","418","Lao People's Democratic Republic","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","428","Latvia","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","01312","Bananas","2020","2020","ha","2086","I","Imputed value"
"QCL","Crops and livestock products","422","Lebanon","5419","Yield","01312","Bananas","2020","2020","hg/ha","395786","E","Estimated value"
"QCL","Crops and livestock products","422","Lebanon","5510","Production","01312","Bananas","2020","2020","tonnes","82561","I","Imputed value"
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01312","Bananas","2020","2020","ha","12574","E","Estimated value"
"QCL","Crops and livestock products","430","Liberia","5419","Yield","01312","Bananas","2020","2020","hg/ha","108025","E","Estimated value"
"QCL","Crops and livestock products","430","Liberia","5510","Production","01312","Bananas","2020","2020","tonnes","135831","E","Estimated value"
"QCL","Crops and livestock products","430","Liberia","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","22485","E","Estimated value"
"QCL","Crops and livestock products","430","Liberia","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","22105","E","Estimated value"
"QCL","Crops and livestock products","430","Liberia","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","49704","E","Estimated value"
"QCL","Crops and livestock products","434","Libya","5312","Area harvested","01312","Bananas","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","434","Libya","5510","Production","01312","Bananas","2020","2020","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","440","Lithuania","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","01312","Bananas","2020","2020","ha","68054","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5419","Yield","01312","Bananas","2020","2020","hg/ha","55011","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01312","Bananas","2020","2020","tonnes","374372","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01312","Bananas","2020","2020","ha","12978","I","Imputed value"
"QCL","Crops and livestock products","454","Malawi","5419","Yield","01312","Bananas","2020","2020","hg/ha","313101","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5510","Production","01312","Bananas","2020","2020","tonnes","406343","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","37523","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","102643","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","385146","E","Estimated value"
"QCL","Crops and livestock products","458","Malaysia","5312","Area harvested","01312","Bananas","2020","2020","ha","21630","A","Official figure"
"QCL","Crops and livestock products","458","Malaysia","5419","Yield","01312","Bananas","2020","2020","hg/ha","144692","E","Estimated value"
"QCL","Crops and livestock products","458","Malaysia","5510","Production","01312","Bananas","2020","2020","tonnes","312968","A","Official figure"
"QCL","Crops and livestock products","462","Maldives","5312","Area harvested","01312","Bananas","2020","2020","ha","8","I","Imputed value"
"QCL","Crops and livestock products","462","Maldives","5419","Yield","01312","Bananas","2020","2020","hg/ha","302500","E","Estimated value"
"QCL","Crops and livestock products","462","Maldives","5510","Production","01312","Bananas","2020","2020","tonnes","242","A","Official figure"
"QCL","Crops and livestock products","466","Mali","5312","Area harvested","01312","Bananas","2020","2020","ha","8412","A","Official figure"
"QCL","Crops and livestock products","466","Mali","5419","Yield","01312","Bananas","2020","2020","hg/ha","238335","E","Estimated value"
"QCL","Crops and livestock products","466","Mali","5510","Production","01312","Bananas","2020","2020","tonnes","200487","A","Official figure"
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","470","Malta","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","480","Mauritius","5312","Area harvested","01312","Bananas","2020","2020","ha","521","A","Official figure"
"QCL","Crops and livestock products","480","Mauritius","5419","Yield","01312","Bananas","2020","2020","hg/ha","163378","E","Estimated value"
"QCL","Crops and livestock products","480","Mauritius","5510","Production","01312","Bananas","2020","2020","tonnes","8512","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01312","Bananas","2020","2020","ha","79747","A","Official figure"
"QCL","Crops and livestock products","484","Mexico","5419","Yield","01312","Bananas","2020","2020","hg/ha","308999","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5510","Production","01312","Bananas","2020","2020","tonnes","2464171","A","Official figure"
"QCL","Crops and livestock products","583","Micronesia (Federated States of)","5312","Area harvested","01312","Bananas","2020","2020","ha","383","I","Imputed value"
"QCL","Crops and livestock products","583","Micronesia (Federated States of)","5419","Yield","01312","Bananas","2020","2020","hg/ha","53238","E","Estimated value"
"QCL","Crops and livestock products","583","Micronesia (Federated States of)","5510","Production","01312","Bananas","2020","2020","tonnes","2039","I","Imputed value"
"QCL","Crops and livestock products","583","Micronesia (Federated States of)","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","603","I","Imputed value"
"QCL","Crops and livestock products","583","Micronesia (Federated States of)","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","5124","E","Estimated value"
"QCL","Crops and livestock products","583","Micronesia (Federated States of)","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","309","I","Imputed value"
"QCL","Crops and livestock products","504","Morocco","5312","Area harvested","01312","Bananas","2020","2020","ha","8786","A","Official figure"
"QCL","Crops and livestock products","504","Morocco","5419","Yield","01312","Bananas","2020","2020","hg/ha","388070","E","Estimated value"
"QCL","Crops and livestock products","504","Morocco","5510","Production","01312","Bananas","2020","2020","tonnes","340958","A","Official figure"
"QCL","Crops and livestock products","508","Mozambique","5312","Area harvested","01312","Bananas","2020","2020","ha","92479","I","Imputed value"
"QCL","Crops and livestock products","508","Mozambique","5419","Yield","01312","Bananas","2020","2020","hg/ha","83750","E","Estimated value"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","01312","Bananas","2020","2020","tonnes","774514","I","Imputed value"
"QCL","Crops and livestock products","104","Myanmar","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","102151","I","Imputed value"
"QCL","Crops and livestock products","104","Myanmar","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","133275","E","Estimated value"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","1361419","I","Imputed value"
"QCL","Crops and livestock products","524","Nepal","5312","Area harvested","01312","Bananas","2020","2020","ha","16699","A","Official figure"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01312","Bananas","2020","2020","hg/ha","152201","E","Estimated value"
"QCL","Crops and livestock products","524","Nepal","5510","Production","01312","Bananas","2020","2020","tonnes","254161","A","Official figure"
"QCL","Crops and livestock products","528","Netherlands","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","528","Netherlands","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","540","New Caledonia","5312","Area harvested","01312","Bananas","2020","2020","ha","565","I","Imputed value"
"QCL","Crops and livestock products","540","New Caledonia","5419","Yield","01312","Bananas","2020","2020","hg/ha","41841","E","Estimated value"
"QCL","Crops and livestock products","540","New Caledonia","5510","Production","01312","Bananas","2020","2020","tonnes","2364","A","Official figure"
"QCL","Crops and livestock products","540","New Caledonia","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","142","I","Imputed value"
"QCL","Crops and livestock products","540","New Caledonia","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","19437","E","Estimated value"
"QCL","Crops and livestock products","540","New Caledonia","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","276","A","Official figure"
"QCL","Crops and livestock products","558","Nicaragua","5312","Area harvested","01312","Bananas","2020","2020","ha","1824","A","Official figure"
"QCL","Crops and livestock products","558","Nicaragua","5419","Yield","01312","Bananas","2020","2020","hg/ha","562654","E","Estimated value"
"QCL","Crops and livestock products","558","Nicaragua","5510","Production","01312","Bananas","2020","2020","tonnes","102628","A","Official figure"
"QCL","Crops and livestock products","558","Nicaragua","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","15764","A","Official figure"
"QCL","Crops and livestock products","558","Nicaragua","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","182878","E","Estimated value"
"QCL","Crops and livestock products","558","Nicaragua","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","288289","A","Official figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","492833","E","Estimated value"
"QCL","Crops and livestock products","566","Nigeria","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","62438","E","Estimated value"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","3077159","E","Estimated value"
"QCL","Crops and livestock products","570","Niue","5312","Area harvested","01312","Bananas","2020","2020","ha","41","I","Imputed value"
"QCL","Crops and livestock products","570","Niue","5419","Yield","01312","Bananas","2020","2020","hg/ha","19756","E","Estimated value"
"QCL","Crops and livestock products","570","Niue","5510","Production","01312","Bananas","2020","2020","tonnes","81","I","Imputed value"
"QCL","Crops and livestock products","512","Oman","5312","Area harvested","01312","Bananas","2020","2020","ha","1575","A","Official figure"
"QCL","Crops and livestock products","512","Oman","5419","Yield","01312","Bananas","2020","2020","hg/ha","117124","E","Estimated value"
"QCL","Crops and livestock products","512","Oman","5510","Production","01312","Bananas","2020","2020","tonnes","18447","A","Official figure"
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","01312","Bananas","2020","2020","ha","32847","A","Official figure"
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","01312","Bananas","2020","2020","hg/ha","45947","E","Estimated value"
"QCL","Crops and livestock products","586","Pakistan","5510","Production","01312","Bananas","2020","2020","tonnes","150921","A","Official figure"
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01312","Bananas","2020","2020","ha","41","I","Imputed value"
"QCL","Crops and livestock products","275","Palestine","5419","Yield","01312","Bananas","2020","2020","hg/ha","348293","E","Estimated value"
"QCL","Crops and livestock products","275","Palestine","5510","Production","01312","Bananas","2020","2020","tonnes","1428","I","Imputed value"
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01312","Bananas","2020","2020","ha","7792","I","Imputed value"
"QCL","Crops and livestock products","591","Panama","5419","Yield","01312","Bananas","2020","2020","hg/ha","366001","E","Estimated value"
"QCL","Crops and livestock products","591","Panama","5510","Production","01312","Bananas","2020","2020","tonnes","285188","I","Imputed value"
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","17016","I","Imputed value"
"QCL","Crops and livestock products","591","Panama","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","103052","E","Estimated value"
"QCL","Crops and livestock products","591","Panama","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","175354","I","Imputed value"
"QCL","Crops and livestock products","598","Papua New Guinea","5312","Area harvested","01312","Bananas","2020","2020","ha","77933","E","Estimated value"
"QCL","Crops and livestock products","598","Papua New Guinea","5419","Yield","01312","Bananas","2020","2020","hg/ha","161883","E","Estimated value"
"QCL","Crops and livestock products","598","Papua New Guinea","5510","Production","01312","Bananas","2020","2020","tonnes","1261605","E","Estimated value"
"QCL","Crops and livestock products","600","Paraguay","5312","Area harvested","01312","Bananas","2020","2020","ha","8852","A","Official figure"
"QCL","Crops and livestock products","600","Paraguay","5419","Yield","01312","Bananas","2020","2020","hg/ha","106740","E","Estimated value"
"QCL","Crops and livestock products","600","Paraguay","5510","Production","01312","Bananas","2020","2020","tonnes","94486","A","Official figure"
"QCL","Crops and livestock products","604","Peru","5312","Area harvested","01312","Bananas","2020","2020","ha","160651","A","Official figure"
"QCL","Crops and livestock products","604","Peru","5419","Yield","01312","Bananas","2020","2020","hg/ha","144071","E","Estimated value"
"QCL","Crops and livestock products","604","Peru","5510","Production","01312","Bananas","2020","2020","tonnes","2314514","A","Official figure"
"QCL","Crops and livestock products","604","Peru","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","604","Peru","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","608","Philippines","5312","Area harvested","01312","Bananas","2020","2020","ha","187598","A","Official figure"
"QCL","Crops and livestock products","608","Philippines","5419","Yield","01312","Bananas","2020","2020","hg/ha","317451","E","Estimated value"
"QCL","Crops and livestock products","608","Philippines","5510","Production","01312","Bananas","2020","2020","tonnes","5955311","A","Official figure"
"QCL","Crops and livestock products","608","Philippines","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","263580","A","Official figure"
"QCL","Crops and livestock products","608","Philippines","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","117643","E","Estimated value"
"QCL","Crops and livestock products","608","Philippines","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","3100839","A","Official figure"
"QCL","Crops and livestock products","616","Poland","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","616","Poland","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01312","Bananas","2020","2020","ha","1120","A","Official figure"
"QCL","Crops and livestock products","620","Portugal","5419","Yield","01312","Bananas","2020","2020","hg/ha","234821","E","Estimated value"
"QCL","Crops and livestock products","620","Portugal","5510","Production","01312","Bananas","2020","2020","tonnes","26300","A","Official figure"
"QCL","Crops and livestock products","630","Puerto Rico","5312","Area harvested","01312","Bananas","2020","2020","ha","1560","E","Estimated value"
"QCL","Crops and livestock products","630","Puerto Rico","5419","Yield","01312","Bananas","2020","2020","hg/ha","494378","E","Estimated value"
"QCL","Crops and livestock products","630","Puerto Rico","5510","Production","01312","Bananas","2020","2020","tonnes","77123","I","Imputed value"
"QCL","Crops and livestock products","630","Puerto Rico","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","3419","I","Imputed value"
"QCL","Crops and livestock products","630","Puerto Rico","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","220746","E","Estimated value"
"QCL","Crops and livestock products","630","Puerto Rico","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","75473","E","Estimated value"
"QCL","Crops and livestock products","410","Republic of Korea","5312","Area harvested","01312","Bananas","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","410","Republic of Korea","5510","Production","01312","Bananas","2020","2020","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","642","Romania","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","2020","2020","ha","166091","A","Official figure"
"QCL","Crops and livestock products","646","Rwanda","5419","Yield","01312","Bananas","2020","2020","hg/ha","67363","E","Estimated value"
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","2020","2020","tonnes","1118841","A","Official figure"
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","106409","A","Official figure"
"QCL","Crops and livestock products","646","Rwanda","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","85823","E","Estimated value"
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","913231","A","Official figure"
"QCL","Crops and livestock products","662","Saint Lucia","5312","Area harvested","01312","Bananas","2020","2020","ha","213","I","Imputed value"
"QCL","Crops and livestock products","662","Saint Lucia","5419","Yield","01312","Bananas","2020","2020","hg/ha","453099","E","Estimated value"
"QCL","Crops and livestock products","662","Saint Lucia","5510","Production","01312","Bananas","2020","2020","tonnes","9651","A","Official figure"
"QCL","Crops and livestock products","662","Saint Lucia","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","138","I","Imputed value"
"QCL","Crops and livestock products","662","Saint Lucia","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","198913","E","Estimated value"
"QCL","Crops and livestock products","662","Saint Lucia","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","2745","I","Imputed value"
